centroid_x_m,centroid_y_m,cell_id,qnr,qname,knr,kname,pop_total,pop_60plus,pop_80plus,share_60plus,share_80plus,hh_total,hh_einpersonen,share_einpersonen,pop_szenario_now,pop_szenario_future,growth_10y,dist_nearest_spitex_m,n_spitex_1000m,dist_nearest_oev_m,n_oev_stops_500m,demand_score,undersupply_score,accessibility_score,growth_score
2677124.694,1248484.105,1562,92,Altstetten,9,Kreis 9,36874.0,6802.0,1610.0,0.18446601941747573,0.04366220100884092,18340,8197,0.44694656488549617,36980.0,40280.0,0.08923742563547864,1490.5104628685815,0,1027.4796867387815,0,0.38605258850575336,0.4816995683154615,0.46485258169525623,0.1802758300808398
2677324.694,1248484.105,1563,92,Altstetten,9,Kreis 9,36874.0,6802.0,1610.0,0.18446601941747573,0.04366220100884092,18340,8197,0.44694656488549617,36980.0,40280.0,0.08923742563547864,1330.9806309337469,0,889.6418260518321,0,0.38605258850575336,0.43008507191238843,0.5370744186742584,0.1802758300808398
2677724.694,1248484.105,1564,92,Altstetten,9,Kreis 9,36874.0,6802.0,1610.0,0.18446601941747573,0.04366220100884092,18340,8197,0.44694656488549617,36980.0,40280.0,0.08923742563547864,1054.1752415613632,0,499.67000176203067,0,0.38605258850575336,0.3405270839120738,0.7414049370086071,0.1802758300808398
2678124.694,1248484.105,1565,92,Altstetten,9,Kreis 9,36874.0,6802.0,1610.0,0.18446601941747573,0.04366220100884092,18340,8197,0.44694656488549617,36980.0,40280.0,0.08923742563547864,878.1010419770168,1,105.00147932755522,3,0.38605258850575336,0.2835598005463362,0.9481963479166922,0.1802758300808398
2679524.694,1248284.105,1566,91,Albisrieden,9,Kreis 9,24304.0,4944.0,1335.0,0.2034233048057933,0.054929229756418695,11529,4794,0.41582097319802236,24250.0,26610.0,0.09731958762886599,42.52070575612225,1,107.46562548554321,3,0.38852867930625257,0.013215014650936758,0.9469052283271417,0.2051956769401246
2679324.694,1248484.105,1567,92,Altstetten,9,Kreis 9,36874.0,6802.0,1610.0,0.18446601941747573,0.04366220100884092,18340,8197,0.44694656488549617,36980.0,40280.0,0.08923742563547864,250.7827952988217,2,237.72517885351974,2,0.38605258850575336,0.08059641122878228,0.8786541383768582,0.1802758300808398
2679524.694,1248484.105,1568,92,Altstetten,9,Kreis 9,36874.0,6802.0,1610.0,0.18446601941747573,0.04366220100884092,18340,8197,0.44694656488549617,36980.0,40280.0,0.08923742563547864,157.8645318557032,2,95.8689765304271,4,0.38605258850575336,0.05053351129277725,0.9529814347204002,0.1802758300808398
2679524.694,1248684.105,1569,92,Altstetten,9,Kreis 9,36874.0,6802.0,1610.0,0.18446601941747573,0.04366220100884092,18340,8197,0.44694656488549617,36980.0,40280.0,0.08923742563547864,357.81896318954637,2,284.5929912364877,5,0.38605258850575336,0.11522703695934314,0.8540971734862557,0.1802758300808398
2679724.694,1248684.105,1570,92,Altstetten,9,Kreis 9,36874.0,6802.0,1610.0,0.18446601941747573,0.04366220100884092,18340,8197,0.44694656488549617,36980.0,40280.0,0.08923742563547864,412.38769430982245,2,116.92207088905505,6,0.38605258850575336,0.1328822776247897,0.9419504078233298,0.1802758300808398
2679324.694,1248684.105,1571,92,Altstetten,9,Kreis 9,36874.0,6802.0,1610.0,0.18446601941747573,0.04366220100884092,18340,8197,0.44694656488549617,36980.0,40280.0,0.08923742563547864,407.4373699329902,2,313.9761561981955,6,0.38605258850575336,0.13128064301737394,0.8387015039712507,0.1802758300808398
2679124.694,1248684.105,1572,92,Altstetten,9,Kreis 9,36874.0,6802.0,1610.0,0.18446601941747573,0.04366220100884092,18340,8197,0.44694656488549617,36980.0,40280.0,0.08923742563547864,532.8939954791972,2,207.0568585221091,4,0.38605258850575336,0.17187104839460438,0.8947231808036366,0.1802758300808398
2679324.694,1248884.105,1573,92,Altstetten,9,Kreis 9,36874.0,6802.0,1610.0,0.18446601941747573,0.04366220100884092,18340,8197,0.44694656488549617,36980.0,40280.0,0.08923742563547864,447.79951799570796,2,125.78961269113677,7,0.38605258850575336,0.1443394666915218,0.9373041505813595,0.1802758300808398
2679724.694,1248884.105,1574,92,Altstetten,9,Kreis 9,36874.0,6802.0,1610.0,0.18446601941747573,0.04366220100884092,18340,8197,0.44694656488549617,36980.0,40280.0,0.08923742563547864,594.2868082148494,2,125.35059098774829,8,0.38605258850575336,0.1917341616047609,0.937534181385192,0.1802758300808398
2679524.694,1248884.105,1575,92,Altstetten,9,Kreis 9,36874.0,6802.0,1610.0,0.18446601941747573,0.04366220100884092,18340,8197,0.44694656488549617,36980.0,40280.0,0.08923742563547864,557.8060688250564,2,171.17425817289188,8,0.38605258850575336,0.17993113411341954,0.9135243091720574,0.1802758300808398
2677924.694,1248484.105,1576,92,Altstetten,9,Kreis 9,36874.0,6802.0,1610.0,0.18446601941747573,0.04366220100884092,18340,8197,0.44694656488549617,36980.0,40280.0,0.08923742563547864,949.3015537336072,1,300.5789591121131,2,0.38605258850575336,0.30659610988977404,0.8457211296321864,0.1802758300808398
2677124.694,1248684.105,1577,92,Altstetten,9,Kreis 9,36874.0,6802.0,1610.0,0.18446601941747573,0.04366220100884092,18340,8197,0.44694656488549617,36980.0,40280.0,0.08923742563547864,1386.4115694557163,0,902.9709334529086,0,0.38605258850575336,0.44801927232030864,0.5300904694385511,0.1802758300808398
