"StichtagDatJahr","QuarSort","QuarLang","KreisSort","KreisLang","HHtypSort","HHtypLang","AnzHH","AnzBestWir"
2015,11,"Rathaus",1,"Kreis 1",1,"Einpersonenhaushalt",1151,1151
2015,11,"Rathaus",1,"Kreis 1",4,"Zweipersonenhaushalt",274,548
2015,11,"Rathaus",1,"Kreis 1",5,"Ehepaar ohne Kinder",177,354
2015,11,"Rathaus",1,"Kreis 1",6,"Eingetragenes Paar ohne Kinder",10,20
2015,11,"Rathaus",1,"Kreis 1",7,"Ein-Elternhaushalt",54,124
2015,11,"Rathaus",1,"Kreis 1",8,"Ehepaar mit Kind(ern)",108,397
2015,11,"Rathaus",1,"Kreis 1",10,"Paar mit Kind(ern)",21,74
2015,11,"Rathaus",1,"Kreis 1",11,"Patchwork-Haushalt",6,19
2015,11,"Rathaus",1,"Kreis 1",12,"Wohngemeinschaft ohne Kinder",71,252
2015,11,"Rathaus",1,"Kreis 1",13,"Wohngemeinschaft mit Kind(ern)",15,70
2015,11,"Rathaus",1,"Kreis 1",14,"Generationenhaushalt",2,6
2015,12,"Hochschulen",1,"Kreis 1",1,"Einpersonenhaushalt",109,109
2015,12,"Hochschulen",1,"Kreis 1",4,"Zweipersonenhaushalt",40,80
2015,12,"Hochschulen",1,"Kreis 1",5,"Ehepaar ohne Kinder",23,46
2015,12,"Hochschulen",1,"Kreis 1",6,"Eingetragenes Paar ohne Kinder",1,2
2015,12,"Hochschulen",1,"Kreis 1",7,"Ein-Elternhaushalt",6,13
2015,12,"Hochschulen",1,"Kreis 1",8,"Ehepaar mit Kind(ern)",19,73
2015,12,"Hochschulen",1,"Kreis 1",10,"Paar mit Kind(ern)",1,3
2015,12,"Hochschulen",1,"Kreis 1",11,"Patchwork-Haushalt",2,7
2015,12,"Hochschulen",1,"Kreis 1",12,"Wohngemeinschaft ohne Kinder",11,46
2015,12,"Hochschulen",1,"Kreis 1",13,"Wohngemeinschaft mit Kind(ern)",5,23
2015,13,"Lindenhof",1,"Kreis 1",1,"Einpersonenhaushalt",355,355
2015,13,"Lindenhof",1,"Kreis 1",4,"Zweipersonenhaushalt",91,182
2015,13,"Lindenhof",1,"Kreis 1",5,"Ehepaar ohne Kinder",59,118
2015,13,"Lindenhof",1,"Kreis 1",6,"Eingetragenes Paar ohne Kinder",1,2
2015,13,"Lindenhof",1,"Kreis 1",7,"Ein-Elternhaushalt",15,33
2015,13,"Lindenhof",1,"Kreis 1",8,"Ehepaar mit Kind(ern)",30,117
2015,13,"Lindenhof",1,"Kreis 1",10,"Paar mit Kind(ern)",7,21
2015,13,"Lindenhof",1,"Kreis 1",11,"Patchwork-Haushalt",3,10
2015,13,"Lindenhof",1,"Kreis 1",12,"Wohngemeinschaft ohne Kinder",16,58
2015,13,"Lindenhof",1,"Kreis 1",13,"Wohngemeinschaft mit Kind(ern)",8,31
2015,13,"Lindenhof",1,"Kreis 1",14,"Generationenhaushalt",2,7
2015,14,"City",1,"Kreis 1",1,"Einpersonenhaushalt",131,131
2015,14,"City",1,"Kreis 1",4,"Zweipersonenhaushalt",53,106
2015,14,"City",1,"Kreis 1",5,"Ehepaar ohne Kinder",39,78
2015,14,"City",1,"Kreis 1",6,"Eingetragenes Paar ohne Kinder",3,6
2015,14,"City",1,"Kreis 1",7,"Ein-Elternhaushalt",10,26
2015,14,"City",1,"Kreis 1",8,"Ehepaar mit Kind(ern)",39,151
2015,14,"City",1,"Kreis 1",10,"Paar mit Kind(ern)",7,23
2015,14,"City",1,"Kreis 1",12,"Wohngemeinschaft ohne Kinder",24,85
2015,14,"City",1,"Kreis 1",13,"Wohngemeinschaft mit Kind(ern)",7,57
2015,14,"City",1,"Kreis 1",14,"Generationenhaushalt",3,25
2015,21,"Wollishofen",2,"Kreis 2",1,"Einpersonenhaushalt",3735,3735
2015,21,"Wollishofen",2,"Kreis 2",4,"Zweipersonenhaushalt",989,1978
2015,21,"Wollishofen",2,"Kreis 2",5,"Ehepaar ohne Kinder",1071,2142
2015,21,"Wollishofen",2,"Kreis 2",6,"Eingetragenes Paar ohne Kinder",15,30
2015,21,"Wollishofen",2,"Kreis 2",7,"Ein-Elternhaushalt",418,986
2015,21,"Wollishofen",2,"Kreis 2",8,"Ehepaar mit Kind(ern)",1136,4269
2015,21,"Wollishofen",2,"Kreis 2",10,"Paar mit Kind(ern)",175,624
2015,21,"Wollishofen",2,"Kreis 2",11,"Patchwork-Haushalt",40,135
2015,21,"Wollishofen",2,"Kreis 2",12,"Wohngemeinschaft ohne Kinder",230,786
2015,21,"Wollishofen",2,"Kreis 2",13,"Wohngemeinschaft mit Kind(ern)",128,611
2015,21,"Wollishofen",2,"Kreis 2",14,"Generationenhaushalt",34,179
2015,23,"Leimbach",2,"Kreis 2",1,"Einpersonenhaushalt",852,852
2015,23,"Leimbach",2,"Kreis 2",4,"Zweipersonenhaushalt",241,482
2015,23,"Leimbach",2,"Kreis 2",5,"Ehepaar ohne Kinder",393,786
2015,23,"Leimbach",2,"Kreis 2",6,"Eingetragenes Paar ohne Kinder",3,6
2015,23,"Leimbach",2,"Kreis 2",7,"Ein-Elternhaushalt",144,396
2015,23,"Leimbach",2,"Kreis 2",8,"Ehepaar mit Kind(ern)",577,2295
2015,23,"Leimbach",2,"Kreis 2",10,"Paar mit Kind(ern)",54,193
2015,23,"Leimbach",2,"Kreis 2",11,"Patchwork-Haushalt",21,72
2015,23,"Leimbach",2,"Kreis 2",12,"Wohngemeinschaft ohne Kinder",98,338
2015,23,"Leimbach",2,"Kreis 2",13,"Wohngemeinschaft mit Kind(ern)",74,380
2015,23,"Leimbach",2,"Kreis 2",14,"Generationenhaushalt",28,173
2015,24,"Enge",2,"Kreis 2",1,"Einpersonenhaushalt",2012,2012
2015,24,"Enge",2,"Kreis 2",4,"Zweipersonenhaushalt",701,1402
2015,24,"Enge",2,"Kreis 2",5,"Ehepaar ohne Kinder",529,1058
2015,24,"Enge",2,"Kreis 2",6,"Eingetragenes Paar ohne Kinder",21,42
2015,24,"Enge",2,"Kreis 2",7,"Ein-Elternhaushalt",144,347
2015,24,"Enge",2,"Kreis 2",8,"Ehepaar mit Kind(ern)",593,2300
2015,24,"Enge",2,"Kreis 2",10,"Paar mit Kind(ern)",83,281
2015,24,"Enge",2,"Kreis 2",11,"Patchwork-Haushalt",17,58
2015,24,"Enge",2,"Kreis 2",12,"Wohngemeinschaft ohne Kinder",225,781
2015,24,"Enge",2,"Kreis 2",13,"Wohngemeinschaft mit Kind(ern)",83,458
2015,24,"Enge",2,"Kreis 2",14,"Generationenhaushalt",17,103
2015,24,"Enge",2,"Kreis 2",15,"Familien-Verbund",1,6
2015,31,"Alt-Wiedikon",3,"Kreis 3",1,"Einpersonenhaushalt",4248,4248
2015,31,"Alt-Wiedikon",3,"Kreis 3",4,"Zweipersonenhaushalt",1574,3148
2015,31,"Alt-Wiedikon",3,"Kreis 3",5,"Ehepaar ohne Kinder",803,1606
2015,31,"Alt-Wiedikon",3,"Kreis 3",6,"Eingetragenes Paar ohne Kinder",39,78
2015,31,"Alt-Wiedikon",3,"Kreis 3",7,"Ein-Elternhaushalt",208,465
2015,31,"Alt-Wiedikon",3,"Kreis 3",8,"Ehepaar mit Kind(ern)",961,3750
2015,31,"Alt-Wiedikon",3,"Kreis 3",9,"Eingetragenes Paar mit Kind(ern)",1,4
2015,31,"Alt-Wiedikon",3,"Kreis 3",10,"Paar mit Kind(ern)",158,544
2015,31,"Alt-Wiedikon",3,"Kreis 3",11,"Patchwork-Haushalt",46,151
2015,31,"Alt-Wiedikon",3,"Kreis 3",12,"Wohngemeinschaft ohne Kinder",388,1287
2015,31,"Alt-Wiedikon",3,"Kreis 3",13,"Wohngemeinschaft mit Kind(ern)",197,1049
2015,31,"Alt-Wiedikon",3,"Kreis 3",14,"Generationenhaushalt",44,273
2015,33,"Friesenberg",3,"Kreis 3",1,"Einpersonenhaushalt",1227,1227
2015,33,"Friesenberg",3,"Kreis 3",4,"Zweipersonenhaushalt",327,654
2015,33,"Friesenberg",3,"Kreis 3",5,"Ehepaar ohne Kinder",608,1216
2015,33,"Friesenberg",3,"Kreis 3",6,"Eingetragenes Paar ohne Kinder",2,4
2015,33,"Friesenberg",3,"Kreis 3",7,"Ein-Elternhaushalt",341,897
2015,33,"Friesenberg",3,"Kreis 3",8,"Ehepaar mit Kind(ern)",1144,4659
2015,33,"Friesenberg",3,"Kreis 3",9,"Eingetragenes Paar mit Kind(ern)",1,4
2015,33,"Friesenberg",3,"Kreis 3",10,"Paar mit Kind(ern)",135,509
2015,33,"Friesenberg",3,"Kreis 3",11,"Patchwork-Haushalt",26,91
2015,33,"Friesenberg",3,"Kreis 3",12,"Wohngemeinschaft ohne Kinder",77,248
2015,33,"Friesenberg",3,"Kreis 3",13,"Wohngemeinschaft mit Kind(ern)",91,454
2015,33,"Friesenberg",3,"Kreis 3",14,"Generationenhaushalt",29,156
2015,34,"Sihlfeld",3,"Kreis 3",1,"Einpersonenhaushalt",5397,5397
2015,34,"Sihlfeld",3,"Kreis 3",4,"Zweipersonenhaushalt",2001,4002
2015,34,"Sihlfeld",3,"Kreis 3",5,"Ehepaar ohne Kinder",885,1770
2015,34,"Sihlfeld",3,"Kreis 3",6,"Eingetragenes Paar ohne Kinder",29,58
2015,34,"Sihlfeld",3,"Kreis 3",7,"Ein-Elternhaushalt",436,1017
2015,34,"Sihlfeld",3,"Kreis 3",8,"Ehepaar mit Kind(ern)",1083,4147
2015,34,"Sihlfeld",3,"Kreis 3",9,"Eingetragenes Paar mit Kind(ern)",2,6
2015,34,"Sihlfeld",3,"Kreis 3",10,"Paar mit Kind(ern)",222,757
2015,34,"Sihlfeld",3,"Kreis 3",11,"Patchwork-Haushalt",46,150
2015,34,"Sihlfeld",3,"Kreis 3",12,"Wohngemeinschaft ohne Kinder",527,1747
2015,34,"Sihlfeld",3,"Kreis 3",13,"Wohngemeinschaft mit Kind(ern)",210,1098
2015,34,"Sihlfeld",3,"Kreis 3",14,"Generationenhaushalt",63,357
2015,41,"Werd",4,"Kreis 4",1,"Einpersonenhaushalt",985,985
2015,41,"Werd",4,"Kreis 4",4,"Zweipersonenhaushalt",413,826
2015,41,"Werd",4,"Kreis 4",5,"Ehepaar ohne Kinder",138,276
2015,41,"Werd",4,"Kreis 4",6,"Eingetragenes Paar ohne Kinder",14,28
2015,41,"Werd",4,"Kreis 4",7,"Ein-Elternhaushalt",42,97
2015,41,"Werd",4,"Kreis 4",8,"Ehepaar mit Kind(ern)",180,795
2015,41,"Werd",4,"Kreis 4",10,"Paar mit Kind(ern)",47,154
2015,41,"Werd",4,"Kreis 4",11,"Patchwork-Haushalt",10,35
2015,41,"Werd",4,"Kreis 4",12,"Wohngemeinschaft ohne Kinder",187,664
2015,41,"Werd",4,"Kreis 4",13,"Wohngemeinschaft mit Kind(ern)",50,301
2015,41,"Werd",4,"Kreis 4",14,"Generationenhaushalt",9,83
2015,41,"Werd",4,"Kreis 4",15,"Familien-Verbund",1,4
2015,42,"Langstrasse",4,"Kreis 4",1,"Einpersonenhaushalt",2905,2905
2015,42,"Langstrasse",4,"Kreis 4",4,"Zweipersonenhaushalt",1339,2678
2015,42,"Langstrasse",4,"Kreis 4",5,"Ehepaar ohne Kinder",362,724
2015,42,"Langstrasse",4,"Kreis 4",6,"Eingetragenes Paar ohne Kinder",33,66
2015,42,"Langstrasse",4,"Kreis 4",7,"Ein-Elternhaushalt",107,244
2015,42,"Langstrasse",4,"Kreis 4",8,"Ehepaar mit Kind(ern)",287,1029
2015,42,"Langstrasse",4,"Kreis 4",9,"Eingetragenes Paar mit Kind(ern)",1,3
2015,42,"Langstrasse",4,"Kreis 4",10,"Paar mit Kind(ern)",98,331
2015,42,"Langstrasse",4,"Kreis 4",11,"Patchwork-Haushalt",17,55
2015,42,"Langstrasse",4,"Kreis 4",12,"Wohngemeinschaft ohne Kinder",488,1706
2015,42,"Langstrasse",4,"Kreis 4",13,"Wohngemeinschaft mit Kind(ern)",82,407
2015,42,"Langstrasse",4,"Kreis 4",14,"Generationenhaushalt",25,135
2015,44,"Hard",4,"Kreis 4",1,"Einpersonenhaushalt",2830,2830
2015,44,"Hard",4,"Kreis 4",4,"Zweipersonenhaushalt",1117,2232
2015,44,"Hard",4,"Kreis 4",5,"Ehepaar ohne Kinder",563,1126
2015,44,"Hard",4,"Kreis 4",6,"Eingetragenes Paar ohne Kinder",17,34
2015,44,"Hard",4,"Kreis 4",7,"Ein-Elternhaushalt",331,787
2015,44,"Hard",4,"Kreis 4",8,"Ehepaar mit Kind(ern)",777,2896
2015,44,"Hard",4,"Kreis 4",10,"Paar mit Kind(ern)",108,373
2015,44,"Hard",4,"Kreis 4",11,"Patchwork-Haushalt",41,134
2015,44,"Hard",4,"Kreis 4",12,"Wohngemeinschaft ohne Kinder",401,1354
2015,44,"Hard",4,"Kreis 4",13,"Wohngemeinschaft mit Kind(ern)",146,696
2015,44,"Hard",4,"Kreis 4",14,"Generationenhaushalt",49,239
2015,51,"Gewerbeschule",5,"Kreis 5",1,"Einpersonenhaushalt",2306,2306
2015,51,"Gewerbeschule",5,"Kreis 5",4,"Zweipersonenhaushalt",965,1930
2015,51,"Gewerbeschule",5,"Kreis 5",5,"Ehepaar ohne Kinder",391,782
2015,51,"Gewerbeschule",5,"Kreis 5",6,"Eingetragenes Paar ohne Kinder",28,56
2015,51,"Gewerbeschule",5,"Kreis 5",7,"Ein-Elternhaushalt",155,363
2015,51,"Gewerbeschule",5,"Kreis 5",8,"Ehepaar mit Kind(ern)",413,1569
2015,51,"Gewerbeschule",5,"Kreis 5",10,"Paar mit Kind(ern)",121,425
2015,51,"Gewerbeschule",5,"Kreis 5",11,"Patchwork-Haushalt",16,54
2015,51,"Gewerbeschule",5,"Kreis 5",12,"Wohngemeinschaft ohne Kinder",310,1053
2015,51,"Gewerbeschule",5,"Kreis 5",13,"Wohngemeinschaft mit Kind(ern)",73,352
2015,51,"Gewerbeschule",5,"Kreis 5",14,"Generationenhaushalt",40,217
2015,52,"Escher Wyss",5,"Kreis 5",1,"Einpersonenhaushalt",1065,1065
2015,52,"Escher Wyss",5,"Kreis 5",4,"Zweipersonenhaushalt",674,1348
2015,52,"Escher Wyss",5,"Kreis 5",5,"Ehepaar ohne Kinder",271,542
2015,52,"Escher Wyss",5,"Kreis 5",6,"Eingetragenes Paar ohne Kinder",44,88
2015,52,"Escher Wyss",5,"Kreis 5",7,"Ein-Elternhaushalt",77,187
2015,52,"Escher Wyss",5,"Kreis 5",8,"Ehepaar mit Kind(ern)",214,763
2015,52,"Escher Wyss",5,"Kreis 5",9,"Eingetragenes Paar mit Kind(ern)",1,3
2015,52,"Escher Wyss",5,"Kreis 5",10,"Paar mit Kind(ern)",78,263
2015,52,"Escher Wyss",5,"Kreis 5",11,"Patchwork-Haushalt",18,60
2015,52,"Escher Wyss",5,"Kreis 5",12,"Wohngemeinschaft ohne Kinder",232,779
2015,52,"Escher Wyss",5,"Kreis 5",13,"Wohngemeinschaft mit Kind(ern)",51,239
2015,52,"Escher Wyss",5,"Kreis 5",14,"Generationenhaushalt",8,46
2015,61,"Unterstrass",6,"Kreis 6",1,"Einpersonenhaushalt",4834,4834
2015,61,"Unterstrass",6,"Kreis 6",4,"Zweipersonenhaushalt",1773,3546
2015,61,"Unterstrass",6,"Kreis 6",5,"Ehepaar ohne Kinder",1190,2380
2015,61,"Unterstrass",6,"Kreis 6",6,"Eingetragenes Paar ohne Kinder",36,72
2015,61,"Unterstrass",6,"Kreis 6",7,"Ein-Elternhaushalt",480,1152
2015,61,"Unterstrass",6,"Kreis 6",8,"Ehepaar mit Kind(ern)",1438,5489
2015,61,"Unterstrass",6,"Kreis 6",10,"Paar mit Kind(ern)",291,1038
2015,61,"Unterstrass",6,"Kreis 6",11,"Patchwork-Haushalt",56,183
2015,61,"Unterstrass",6,"Kreis 6",12,"Wohngemeinschaft ohne Kinder",546,1850
2015,61,"Unterstrass",6,"Kreis 6",13,"Wohngemeinschaft mit Kind(ern)",176,833
2015,61,"Unterstrass",6,"Kreis 6",14,"Generationenhaushalt",31,151
2015,63,"Oberstrass",6,"Kreis 6",1,"Einpersonenhaushalt",2392,2392
2015,63,"Oberstrass",6,"Kreis 6",4,"Zweipersonenhaushalt",694,1388
2015,63,"Oberstrass",6,"Kreis 6",5,"Ehepaar ohne Kinder",585,1170
2015,63,"Oberstrass",6,"Kreis 6",6,"Eingetragenes Paar ohne Kinder",16,32
2015,63,"Oberstrass",6,"Kreis 6",7,"Ein-Elternhaushalt",177,431
2015,63,"Oberstrass",6,"Kreis 6",8,"Ehepaar mit Kind(ern)",648,2443
2015,63,"Oberstrass",6,"Kreis 6",10,"Paar mit Kind(ern)",125,444
2015,63,"Oberstrass",6,"Kreis 6",11,"Patchwork-Haushalt",22,76
2015,63,"Oberstrass",6,"Kreis 6",12,"Wohngemeinschaft ohne Kinder",226,796
2015,63,"Oberstrass",6,"Kreis 6",13,"Wohngemeinschaft mit Kind(ern)",111,551
2015,63,"Oberstrass",6,"Kreis 6",14,"Generationenhaushalt",22,120
2015,71,"Fluntern",7,"Kreis 7",1,"Einpersonenhaushalt",1374,1374
2015,71,"Fluntern",7,"Kreis 7",4,"Zweipersonenhaushalt",429,858
2015,71,"Fluntern",7,"Kreis 7",5,"Ehepaar ohne Kinder",573,1146
2015,71,"Fluntern",7,"Kreis 7",6,"Eingetragenes Paar ohne Kinder",27,54
2015,71,"Fluntern",7,"Kreis 7",7,"Ein-Elternhaushalt",134,340
2015,71,"Fluntern",7,"Kreis 7",8,"Ehepaar mit Kind(ern)",537,2014
2015,71,"Fluntern",7,"Kreis 7",9,"Eingetragenes Paar mit Kind(ern)",2,7
2015,71,"Fluntern",7,"Kreis 7",10,"Paar mit Kind(ern)",63,225
2015,71,"Fluntern",7,"Kreis 7",11,"Patchwork-Haushalt",22,72
2015,71,"Fluntern",7,"Kreis 7",12,"Wohngemeinschaft ohne Kinder",156,552
2015,71,"Fluntern",7,"Kreis 7",13,"Wohngemeinschaft mit Kind(ern)",130,638
2015,71,"Fluntern",7,"Kreis 7",14,"Generationenhaushalt",12,57
2015,71,"Fluntern",7,"Kreis 7",15,"Familien-Verbund",1,5
2015,72,"Hottingen",7,"Kreis 7",1,"Einpersonenhaushalt",2389,2389
2015,72,"Hottingen",7,"Kreis 7",4,"Zweipersonenhaushalt",725,1450
2015,72,"Hottingen",7,"Kreis 7",5,"Ehepaar ohne Kinder",609,1218
2015,72,"Hottingen",7,"Kreis 7",6,"Eingetragenes Paar ohne Kinder",19,38
2015,72,"Hottingen",7,"Kreis 7",7,"Ein-Elternhaushalt",194,462
2015,72,"Hottingen",7,"Kreis 7",8,"Ehepaar mit Kind(ern)",748,2792
2015,72,"Hottingen",7,"Kreis 7",9,"Eingetragenes Paar mit Kind(ern)",1,3
2015,72,"Hottingen",7,"Kreis 7",10,"Paar mit Kind(ern)",122,440
2015,72,"Hottingen",7,"Kreis 7",11,"Patchwork-Haushalt",23,81
2015,72,"Hottingen",7,"Kreis 7",12,"Wohngemeinschaft ohne Kinder",225,769
2015,72,"Hottingen",7,"Kreis 7",13,"Wohngemeinschaft mit Kind(ern)",132,642
2015,72,"Hottingen",7,"Kreis 7",14,"Generationenhaushalt",23,124
2015,73,"Hirslanden",7,"Kreis 7",1,"Einpersonenhaushalt",1651,1651
2015,73,"Hirslanden",7,"Kreis 7",4,"Zweipersonenhaushalt",527,1054
2015,73,"Hirslanden",7,"Kreis 7",5,"Ehepaar ohne Kinder",420,840
2015,73,"Hirslanden",7,"Kreis 7",6,"Eingetragenes Paar ohne Kinder",13,26
2015,73,"Hirslanden",7,"Kreis 7",7,"Ein-Elternhaushalt",126,290
2015,73,"Hirslanden",7,"Kreis 7",8,"Ehepaar mit Kind(ern)",486,1791
2015,73,"Hirslanden",7,"Kreis 7",9,"Eingetragenes Paar mit Kind(ern)",1,3
2015,73,"Hirslanden",7,"Kreis 7",10,"Paar mit Kind(ern)",81,289
2015,73,"Hirslanden",7,"Kreis 7",11,"Patchwork-Haushalt",16,56
2015,73,"Hirslanden",7,"Kreis 7",12,"Wohngemeinschaft ohne Kinder",133,451
2015,73,"Hirslanden",7,"Kreis 7",13,"Wohngemeinschaft mit Kind(ern)",89,421
2015,73,"Hirslanden",7,"Kreis 7",14,"Generationenhaushalt",17,89
2015,74,"Witikon",7,"Kreis 7",1,"Einpersonenhaushalt",2126,2126
2015,74,"Witikon",7,"Kreis 7",4,"Zweipersonenhaushalt",518,1036
2015,74,"Witikon",7,"Kreis 7",5,"Ehepaar ohne Kinder",902,1804
2015,74,"Witikon",7,"Kreis 7",6,"Eingetragenes Paar ohne Kinder",20,40
2015,74,"Witikon",7,"Kreis 7",7,"Ein-Elternhaushalt",253,602
2015,74,"Witikon",7,"Kreis 7",8,"Ehepaar mit Kind(ern)",837,3172
2015,74,"Witikon",7,"Kreis 7",9,"Eingetragenes Paar mit Kind(ern)",1,3
2015,74,"Witikon",7,"Kreis 7",10,"Paar mit Kind(ern)",75,267
2015,74,"Witikon",7,"Kreis 7",11,"Patchwork-Haushalt",15,47
2015,74,"Witikon",7,"Kreis 7",12,"Wohngemeinschaft ohne Kinder",154,527
2015,74,"Witikon",7,"Kreis 7",13,"Wohngemeinschaft mit Kind(ern)",110,537
2015,74,"Witikon",7,"Kreis 7",14,"Generationenhaushalt",17,85
2015,81,"Seefeld",8,"Kreis 8",1,"Einpersonenhaushalt",1675,1675
2015,81,"Seefeld",8,"Kreis 8",4,"Zweipersonenhaushalt",441,882
2015,81,"Seefeld",8,"Kreis 8",5,"Ehepaar ohne Kinder",267,534
2015,81,"Seefeld",8,"Kreis 8",6,"Eingetragenes Paar ohne Kinder",15,30
2015,81,"Seefeld",8,"Kreis 8",7,"Ein-Elternhaushalt",98,228
2015,81,"Seefeld",8,"Kreis 8",8,"Ehepaar mit Kind(ern)",207,737
2015,81,"Seefeld",8,"Kreis 8",10,"Paar mit Kind(ern)",52,174
2015,81,"Seefeld",8,"Kreis 8",11,"Patchwork-Haushalt",17,53
2015,81,"Seefeld",8,"Kreis 8",12,"Wohngemeinschaft ohne Kinder",121,393
2015,81,"Seefeld",8,"Kreis 8",13,"Wohngemeinschaft mit Kind(ern)",46,219
2015,81,"Seefeld",8,"Kreis 8",14,"Generationenhaushalt",2,12
2015,82,"Mühlebach",8,"Kreis 8",1,"Einpersonenhaushalt",1716,1716
2015,82,"Mühlebach",8,"Kreis 8",4,"Zweipersonenhaushalt",438,876
2015,82,"Mühlebach",8,"Kreis 8",5,"Ehepaar ohne Kinder",331,662
2015,82,"Mühlebach",8,"Kreis 8",6,"Eingetragenes Paar ohne Kinder",12,24
2015,82,"Mühlebach",8,"Kreis 8",7,"Ein-Elternhaushalt",135,314
2015,82,"Mühlebach",8,"Kreis 8",8,"Ehepaar mit Kind(ern)",332,1209
2015,82,"Mühlebach",8,"Kreis 8",10,"Paar mit Kind(ern)",51,170
2015,82,"Mühlebach",8,"Kreis 8",11,"Patchwork-Haushalt",10,33
2015,82,"Mühlebach",8,"Kreis 8",12,"Wohngemeinschaft ohne Kinder",147,497
2015,82,"Mühlebach",8,"Kreis 8",13,"Wohngemeinschaft mit Kind(ern)",59,273
2015,82,"Mühlebach",8,"Kreis 8",14,"Generationenhaushalt",8,41
2015,83,"Weinegg",8,"Kreis 8",1,"Einpersonenhaushalt",1217,1217
2015,83,"Weinegg",8,"Kreis 8",4,"Zweipersonenhaushalt",290,580
2015,83,"Weinegg",8,"Kreis 8",5,"Ehepaar ohne Kinder",282,564
2015,83,"Weinegg",8,"Kreis 8",6,"Eingetragenes Paar ohne Kinder",14,28
2015,83,"Weinegg",8,"Kreis 8",7,"Ein-Elternhaushalt",98,239
2015,83,"Weinegg",8,"Kreis 8",8,"Ehepaar mit Kind(ern)",305,1142
2015,83,"Weinegg",8,"Kreis 8",10,"Paar mit Kind(ern)",43,156
2015,83,"Weinegg",8,"Kreis 8",11,"Patchwork-Haushalt",11,35
2015,83,"Weinegg",8,"Kreis 8",12,"Wohngemeinschaft ohne Kinder",98,327
2015,83,"Weinegg",8,"Kreis 8",13,"Wohngemeinschaft mit Kind(ern)",46,229
2015,83,"Weinegg",8,"Kreis 8",14,"Generationenhaushalt",6,33
2015,83,"Weinegg",8,"Kreis 8",15,"Familien-Verbund",1,7
2015,91,"Albisrieden",9,"Kreis 9",1,"Einpersonenhaushalt",4261,4261
2015,91,"Albisrieden",9,"Kreis 9",4,"Zweipersonenhaushalt",1208,2416
2015,91,"Albisrieden",9,"Kreis 9",5,"Ehepaar ohne Kinder",1432,2864
2015,91,"Albisrieden",9,"Kreis 9",6,"Eingetragenes Paar ohne Kinder",36,72
2015,91,"Albisrieden",9,"Kreis 9",7,"Ein-Elternhaushalt",428,993
2015,91,"Albisrieden",9,"Kreis 9",8,"Ehepaar mit Kind(ern)",1387,5125
2015,91,"Albisrieden",9,"Kreis 9",9,"Eingetragenes Paar mit Kind(ern)",2,8
2015,91,"Albisrieden",9,"Kreis 9",10,"Paar mit Kind(ern)",215,748
2015,91,"Albisrieden",9,"Kreis 9",11,"Patchwork-Haushalt",47,149
2015,91,"Albisrieden",9,"Kreis 9",12,"Wohngemeinschaft ohne Kinder",285,965
2015,91,"Albisrieden",9,"Kreis 9",13,"Wohngemeinschaft mit Kind(ern)",175,844
2015,91,"Albisrieden",9,"Kreis 9",14,"Generationenhaushalt",54,280
2015,92,"Altstetten",9,"Kreis 9",1,"Einpersonenhaushalt",6548,6548
2015,92,"Altstetten",9,"Kreis 9",4,"Zweipersonenhaushalt",2030,4060
2015,92,"Altstetten",9,"Kreis 9",5,"Ehepaar ohne Kinder",2189,4378
2015,92,"Altstetten",9,"Kreis 9",6,"Eingetragenes Paar ohne Kinder",44,88
2015,92,"Altstetten",9,"Kreis 9",7,"Ein-Elternhaushalt",725,1720
2015,92,"Altstetten",9,"Kreis 9",8,"Ehepaar mit Kind(ern)",2290,8579
2015,92,"Altstetten",9,"Kreis 9",9,"Eingetragenes Paar mit Kind(ern)",2,7
2015,92,"Altstetten",9,"Kreis 9",10,"Paar mit Kind(ern)",217,746
2015,92,"Altstetten",9,"Kreis 9",11,"Patchwork-Haushalt",78,260
2015,92,"Altstetten",9,"Kreis 9",12,"Wohngemeinschaft ohne Kinder",643,2112
2015,92,"Altstetten",9,"Kreis 9",13,"Wohngemeinschaft mit Kind(ern)",337,1653
2015,92,"Altstetten",9,"Kreis 9",14,"Generationenhaushalt",135,718
2015,101,"Höngg",10,"Kreis 10",1,"Einpersonenhaushalt",4441,4441
2015,101,"Höngg",10,"Kreis 10",4,"Zweipersonenhaushalt",1505,3010
2015,101,"Höngg",10,"Kreis 10",5,"Ehepaar ohne Kinder",1711,3422
2015,101,"Höngg",10,"Kreis 10",6,"Eingetragenes Paar ohne Kinder",39,78
2015,101,"Höngg",10,"Kreis 10",7,"Ein-Elternhaushalt",529,1281
2015,101,"Höngg",10,"Kreis 10",8,"Ehepaar mit Kind(ern)",1680,6259
2015,101,"Höngg",10,"Kreis 10",10,"Paar mit Kind(ern)",251,883
2015,101,"Höngg",10,"Kreis 10",11,"Patchwork-Haushalt",35,117
2015,101,"Höngg",10,"Kreis 10",12,"Wohngemeinschaft ohne Kinder",335,1144
2015,101,"Höngg",10,"Kreis 10",13,"Wohngemeinschaft mit Kind(ern)",207,1048
2015,101,"Höngg",10,"Kreis 10",14,"Generationenhaushalt",36,179
2015,101,"Höngg",10,"Kreis 10",15,"Familien-Verbund",2,9
2015,102,"Wipkingen",10,"Kreis 10",1,"Einpersonenhaushalt",4005,4005
2015,102,"Wipkingen",10,"Kreis 10",4,"Zweipersonenhaushalt",1544,3088
