"StichtagDatJahr","QuarSort","QuarLang","KreisSort","KreisLang","HHtypSort","HHtypLang","AnzHH","AnzBestWir"
2020,72,"Hottingen",7,"Kreis 7",10,"Paar mit Kind(ern)",180,645
2020,72,"Hottingen",7,"Kreis 7",11,"Patchwork-Haushalt",26,89
2020,72,"Hottingen",7,"Kreis 7",12,"Wohngemeinschaft ohne Kinder",185,646
2020,72,"Hottingen",7,"Kreis 7",13,"Wohngemeinschaft mit Kind(ern)",96,469
2020,72,"Hottingen",7,"Kreis 7",14,"Generationenhaushalt",14,71
2020,73,"Hirslanden",7,"Kreis 7",1,"Einpersonenhaushalt",1777,1777
2020,73,"Hirslanden",7,"Kreis 7",4,"Zweipersonenhaushalt",509,1018
2020,73,"Hirslanden",7,"Kreis 7",5,"Ehepaar ohne Kinder",405,810
2020,73,"Hirslanden",7,"Kreis 7",6,"Eingetragenes Paar ohne Kinder",14,28
2020,73,"Hirslanden",7,"Kreis 7",7,"Ein-Elternhaushalt",147,348
2020,73,"Hirslanden",7,"Kreis 7",8,"Ehepaar mit Kind(ern)",471,1752
2020,73,"Hirslanden",7,"Kreis 7",10,"Paar mit Kind(ern)",113,392
2020,73,"Hirslanden",7,"Kreis 7",11,"Patchwork-Haushalt",18,58
2020,73,"Hirslanden",7,"Kreis 7",12,"Wohngemeinschaft ohne Kinder",144,480
2020,73,"Hirslanden",7,"Kreis 7",13,"Wohngemeinschaft mit Kind(ern)",53,259
2020,73,"Hirslanden",7,"Kreis 7",14,"Generationenhaushalt",11,57
2020,74,"Witikon",7,"Kreis 7",1,"Einpersonenhaushalt",2281,2281
2020,74,"Witikon",7,"Kreis 7",4,"Zweipersonenhaushalt",555,1110
2020,74,"Witikon",7,"Kreis 7",5,"Ehepaar ohne Kinder",910,1820
2020,74,"Witikon",7,"Kreis 7",6,"Eingetragenes Paar ohne Kinder",20,40
2020,74,"Witikon",7,"Kreis 7",7,"Ein-Elternhaushalt",264,637
2020,74,"Witikon",7,"Kreis 7",8,"Ehepaar mit Kind(ern)",951,3620
2020,74,"Witikon",7,"Kreis 7",9,"Eingetragenes Paar mit Kind(ern)",3,11
2020,74,"Witikon",7,"Kreis 7",10,"Paar mit Kind(ern)",122,430
2020,74,"Witikon",7,"Kreis 7",11,"Patchwork-Haushalt",14,49
2020,74,"Witikon",7,"Kreis 7",12,"Wohngemeinschaft ohne Kinder",108,363
2020,74,"Witikon",7,"Kreis 7",13,"Wohngemeinschaft mit Kind(ern)",84,387
2020,74,"Witikon",7,"Kreis 7",14,"Generationenhaushalt",9,39
2020,81,"Seefeld",8,"Kreis 8",1,"Einpersonenhaushalt",1734,1734
2020,81,"Seefeld",8,"Kreis 8",4,"Zweipersonenhaushalt",517,1034
2020,81,"Seefeld",8,"Kreis 8",5,"Ehepaar ohne Kinder",307,614
2020,81,"Seefeld",8,"Kreis 8",6,"Eingetragenes Paar ohne Kinder",13,26
2020,81,"Seefeld",8,"Kreis 8",7,"Ein-Elternhaushalt",96,222
2020,81,"Seefeld",8,"Kreis 8",8,"Ehepaar mit Kind(ern)",269,965
2020,81,"Seefeld",8,"Kreis 8",10,"Paar mit Kind(ern)",55,191
2020,81,"Seefeld",8,"Kreis 8",11,"Patchwork-Haushalt",9,29
2020,81,"Seefeld",8,"Kreis 8",12,"Wohngemeinschaft ohne Kinder",102,347
2020,81,"Seefeld",8,"Kreis 8",13,"Wohngemeinschaft mit Kind(ern)",46,205
2020,81,"Seefeld",8,"Kreis 8",14,"Generationenhaushalt",3,13
2020,82,"Mühlebach",8,"Kreis 8",1,"Einpersonenhaushalt",1720,1720
2020,82,"Mühlebach",8,"Kreis 8",4,"Zweipersonenhaushalt",511,1022
2020,82,"Mühlebach",8,"Kreis 8",5,"Ehepaar ohne Kinder",319,638
2020,82,"Mühlebach",8,"Kreis 8",6,"Eingetragenes Paar ohne Kinder",14,28
2020,82,"Mühlebach",8,"Kreis 8",7,"Ein-Elternhaushalt",130,311
2020,82,"Mühlebach",8,"Kreis 8",8,"Ehepaar mit Kind(ern)",362,1317
2020,82,"Mühlebach",8,"Kreis 8",10,"Paar mit Kind(ern)",59,206
2020,82,"Mühlebach",8,"Kreis 8",11,"Patchwork-Haushalt",14,43
2020,82,"Mühlebach",8,"Kreis 8",12,"Wohngemeinschaft ohne Kinder",131,462
2020,82,"Mühlebach",8,"Kreis 8",13,"Wohngemeinschaft mit Kind(ern)",66,324
2020,82,"Mühlebach",8,"Kreis 8",14,"Generationenhaushalt",9,44
2020,83,"Weinegg",8,"Kreis 8",1,"Einpersonenhaushalt",1091,1091
2020,83,"Weinegg",8,"Kreis 8",4,"Zweipersonenhaushalt",342,684
2020,83,"Weinegg",8,"Kreis 8",5,"Ehepaar ohne Kinder",300,600
2020,83,"Weinegg",8,"Kreis 8",6,"Eingetragenes Paar ohne Kinder",12,24
2020,83,"Weinegg",8,"Kreis 8",7,"Ein-Elternhaushalt",129,306
2020,83,"Weinegg",8,"Kreis 8",8,"Ehepaar mit Kind(ern)",364,1351
2020,83,"Weinegg",8,"Kreis 8",9,"Eingetragenes Paar mit Kind(ern)",1,3
2020,83,"Weinegg",8,"Kreis 8",10,"Paar mit Kind(ern)",61,206
2020,83,"Weinegg",8,"Kreis 8",11,"Patchwork-Haushalt",16,54
2020,83,"Weinegg",8,"Kreis 8",12,"Wohngemeinschaft ohne Kinder",80,268
2020,83,"Weinegg",8,"Kreis 8",13,"Wohngemeinschaft mit Kind(ern)",58,308
2020,83,"Weinegg",8,"Kreis 8",14,"Generationenhaushalt",7,30
2020,91,"Albisrieden",9,"Kreis 9",1,"Einpersonenhaushalt",4724,4724
2020,91,"Albisrieden",9,"Kreis 9",4,"Zweipersonenhaushalt",1481,2962
2020,91,"Albisrieden",9,"Kreis 9",5,"Ehepaar ohne Kinder",1413,2826
2020,91,"Albisrieden",9,"Kreis 9",6,"Eingetragenes Paar ohne Kinder",46,92
2020,91,"Albisrieden",9,"Kreis 9",7,"Ein-Elternhaushalt",525,1245
2020,91,"Albisrieden",9,"Kreis 9",8,"Ehepaar mit Kind(ern)",1727,6414
2020,91,"Albisrieden",9,"Kreis 9",9,"Eingetragenes Paar mit Kind(ern)",2,8
2020,91,"Albisrieden",9,"Kreis 9",10,"Paar mit Kind(ern)",436,1534
2020,91,"Albisrieden",9,"Kreis 9",11,"Patchwork-Haushalt",48,156
2020,91,"Albisrieden",9,"Kreis 9",12,"Wohngemeinschaft ohne Kinder",300,1013
2020,91,"Albisrieden",9,"Kreis 9",13,"Wohngemeinschaft mit Kind(ern)",136,626
2020,91,"Albisrieden",9,"Kreis 9",14,"Generationenhaushalt",39,203
2020,92,"Altstetten",9,"Kreis 9",1,"Einpersonenhaushalt",7515,7515
2020,92,"Altstetten",9,"Kreis 9",4,"Zweipersonenhaushalt",2537,5074
2020,92,"Altstetten",9,"Kreis 9",5,"Ehepaar ohne Kinder",2099,4199
2020,92,"Altstetten",9,"Kreis 9",6,"Eingetragenes Paar ohne Kinder",81,162
2020,92,"Altstetten",9,"Kreis 9",7,"Ein-Elternhaushalt",786,1900
2020,92,"Altstetten",9,"Kreis 9",8,"Ehepaar mit Kind(ern)",2424,9116
2020,92,"Altstetten",9,"Kreis 9",9,"Eingetragenes Paar mit Kind(ern)",2,9
2020,92,"Altstetten",9,"Kreis 9",10,"Paar mit Kind(ern)",360,1240
2020,92,"Altstetten",9,"Kreis 9",11,"Patchwork-Haushalt",96,329
2020,92,"Altstetten",9,"Kreis 9",12,"Wohngemeinschaft ohne Kinder",617,2087
2020,92,"Altstetten",9,"Kreis 9",13,"Wohngemeinschaft mit Kind(ern)",253,1190
2020,92,"Altstetten",9,"Kreis 9",14,"Generationenhaushalt",99,510
2020,101,"Höngg",10,"Kreis 10",1,"Einpersonenhaushalt",4600,4600
2020,101,"Höngg",10,"Kreis 10",4,"Zweipersonenhaushalt",1574,3148
2020,101,"Höngg",10,"Kreis 10",5,"Ehepaar ohne Kinder",1599,3198
2020,101,"Höngg",10,"Kreis 10",6,"Eingetragenes Paar ohne Kinder",41,82
2020,101,"Höngg",10,"Kreis 10",7,"Ein-Elternhaushalt",598,1464
2020,101,"Höngg",10,"Kreis 10",8,"Ehepaar mit Kind(ern)",1886,7093
2020,101,"Höngg",10,"Kreis 10",9,"Eingetragenes Paar mit Kind(ern)",2,9
2020,101,"Höngg",10,"Kreis 10",10,"Paar mit Kind(ern)",370,1306
2020,101,"Höngg",10,"Kreis 10",11,"Patchwork-Haushalt",34,111
2020,101,"Höngg",10,"Kreis 10",12,"Wohngemeinschaft ohne Kinder",328,1143
2020,101,"Höngg",10,"Kreis 10",13,"Wohngemeinschaft mit Kind(ern)",152,703
2020,101,"Höngg",10,"Kreis 10",14,"Generationenhaushalt",38,180
2020,101,"Höngg",10,"Kreis 10",15,"Familien-Verbund",1,4
2020,102,"Wipkingen",10,"Kreis 10",1,"Einpersonenhaushalt",4207,4207
2020,102,"Wipkingen",10,"Kreis 10",4,"Zweipersonenhaushalt",1638,3276
2020,102,"Wipkingen",10,"Kreis 10",5,"Ehepaar ohne Kinder",695,1390
2020,102,"Wipkingen",10,"Kreis 10",6,"Eingetragenes Paar ohne Kinder",52,104
2020,102,"Wipkingen",10,"Kreis 10",7,"Ein-Elternhaushalt",369,856
2020,102,"Wipkingen",10,"Kreis 10",8,"Ehepaar mit Kind(ern)",868,3204
2020,102,"Wipkingen",10,"Kreis 10",10,"Paar mit Kind(ern)",342,1197
2020,102,"Wipkingen",10,"Kreis 10",11,"Patchwork-Haushalt",30,102
2020,102,"Wipkingen",10,"Kreis 10",12,"Wohngemeinschaft ohne Kinder",343,1175
2020,102,"Wipkingen",10,"Kreis 10",13,"Wohngemeinschaft mit Kind(ern)",90,443
2020,102,"Wipkingen",10,"Kreis 10",14,"Generationenhaushalt",19,81
2020,111,"Affoltern",11,"Kreis 11",1,"Einpersonenhaushalt",4233,4233
2020,111,"Affoltern",11,"Kreis 11",4,"Zweipersonenhaushalt",1377,2754
2020,111,"Affoltern",11,"Kreis 11",5,"Ehepaar ohne Kinder",1658,3316
2020,111,"Affoltern",11,"Kreis 11",6,"Eingetragenes Paar ohne Kinder",28,56
2020,111,"Affoltern",11,"Kreis 11",7,"Ein-Elternhaushalt",753,1883
2020,111,"Affoltern",11,"Kreis 11",8,"Ehepaar mit Kind(ern)",2440,9326
2020,111,"Affoltern",11,"Kreis 11",9,"Eingetragenes Paar mit Kind(ern)",4,14
2020,111,"Affoltern",11,"Kreis 11",10,"Paar mit Kind(ern)",265,962
2020,111,"Affoltern",11,"Kreis 11",11,"Patchwork-Haushalt",76,251
2020,111,"Affoltern",11,"Kreis 11",12,"Wohngemeinschaft ohne Kinder",390,1314
2020,111,"Affoltern",11,"Kreis 11",13,"Wohngemeinschaft mit Kind(ern)",216,968
2020,111,"Affoltern",11,"Kreis 11",14,"Generationenhaushalt",109,581
2020,115,"Oerlikon",11,"Kreis 11",1,"Einpersonenhaushalt",5035,5035
2020,115,"Oerlikon",11,"Kreis 11",4,"Zweipersonenhaushalt",2034,4068
2020,115,"Oerlikon",11,"Kreis 11",5,"Ehepaar ohne Kinder",1193,2386
2020,115,"Oerlikon",11,"Kreis 11",6,"Eingetragenes Paar ohne Kinder",54,108
2020,115,"Oerlikon",11,"Kreis 11",7,"Ein-Elternhaushalt",437,1084
2020,115,"Oerlikon",11,"Kreis 11",8,"Ehepaar mit Kind(ern)",1479,5510
2020,115,"Oerlikon",11,"Kreis 11",9,"Eingetragenes Paar mit Kind(ern)",2,7
2020,115,"Oerlikon",11,"Kreis 11",10,"Paar mit Kind(ern)",240,852
2020,115,"Oerlikon",11,"Kreis 11",11,"Patchwork-Haushalt",36,119
2020,115,"Oerlikon",11,"Kreis 11",12,"Wohngemeinschaft ohne Kinder",646,2160
2020,115,"Oerlikon",11,"Kreis 11",13,"Wohngemeinschaft mit Kind(ern)",142,683
2020,115,"Oerlikon",11,"Kreis 11",14,"Generationenhaushalt",38,204
2020,119,"Seebach",11,"Kreis 11",1,"Einpersonenhaushalt",4866,4866
2020,119,"Seebach",11,"Kreis 11",4,"Zweipersonenhaushalt",1491,2982
2020,119,"Seebach",11,"Kreis 11",5,"Ehepaar ohne Kinder",1548,3096
2020,119,"Seebach",11,"Kreis 11",6,"Eingetragenes Paar ohne Kinder",46,92
2020,119,"Seebach",11,"Kreis 11",7,"Ein-Elternhaushalt",640,1622
2020,119,"Seebach",11,"Kreis 11",8,"Ehepaar mit Kind(ern)",2141,8056
2020,119,"Seebach",11,"Kreis 11",10,"Paar mit Kind(ern)",217,773
2020,119,"Seebach",11,"Kreis 11",11,"Patchwork-Haushalt",81,274
2020,119,"Seebach",11,"Kreis 11",12,"Wohngemeinschaft ohne Kinder",594,1983
2020,119,"Seebach",11,"Kreis 11",13,"Wohngemeinschaft mit Kind(ern)",205,967
2020,119,"Seebach",11,"Kreis 11",14,"Generationenhaushalt",86,450
2020,121,"Saatlen",12,"Kreis 12",1,"Einpersonenhaushalt",1077,1077
2020,121,"Saatlen",12,"Kreis 12",4,"Zweipersonenhaushalt",385,770
2020,121,"Saatlen",12,"Kreis 12",5,"Ehepaar ohne Kinder",443,886
2020,121,"Saatlen",12,"Kreis 12",6,"Eingetragenes Paar ohne Kinder",4,8
2020,121,"Saatlen",12,"Kreis 12",7,"Ein-Elternhaushalt",311,841
2020,121,"Saatlen",12,"Kreis 12",8,"Ehepaar mit Kind(ern)",900,3676
2020,121,"Saatlen",12,"Kreis 12",9,"Eingetragenes Paar mit Kind(ern)",1,4
2020,121,"Saatlen",12,"Kreis 12",10,"Paar mit Kind(ern)",106,399
2020,121,"Saatlen",12,"Kreis 12",11,"Patchwork-Haushalt",15,50
2020,121,"Saatlen",12,"Kreis 12",12,"Wohngemeinschaft ohne Kinder",130,509
2020,121,"Saatlen",12,"Kreis 12",13,"Wohngemeinschaft mit Kind(ern)",68,366
2020,121,"Saatlen",12,"Kreis 12",14,"Generationenhaushalt",30,162
2020,122,"Schwamendingen-Mitte",12,"Kreis 12",1,"Einpersonenhaushalt",2539,2539
2020,122,"Schwamendingen-Mitte",12,"Kreis 12",4,"Zweipersonenhaushalt",729,1458
2020,122,"Schwamendingen-Mitte",12,"Kreis 12",5,"Ehepaar ohne Kinder",708,1416
2020,122,"Schwamendingen-Mitte",12,"Kreis 12",6,"Eingetragenes Paar ohne Kinder",17,34
2020,122,"Schwamendingen-Mitte",12,"Kreis 12",7,"Ein-Elternhaushalt",316,743
2020,122,"Schwamendingen-Mitte",12,"Kreis 12",8,"Ehepaar mit Kind(ern)",773,2885
2020,122,"Schwamendingen-Mitte",12,"Kreis 12",9,"Eingetragenes Paar mit Kind(ern)",1,3
2020,122,"Schwamendingen-Mitte",12,"Kreis 12",10,"Paar mit Kind(ern)",92,334
2020,122,"Schwamendingen-Mitte",12,"Kreis 12",11,"Patchwork-Haushalt",19,62
2020,122,"Schwamendingen-Mitte",12,"Kreis 12",12,"Wohngemeinschaft ohne Kinder",260,893
2020,122,"Schwamendingen-Mitte",12,"Kreis 12",13,"Wohngemeinschaft mit Kind(ern)",78,344
2020,122,"Schwamendingen-Mitte",12,"Kreis 12",14,"Generationenhaushalt",47,225
2020,122,"Schwamendingen-Mitte",12,"Kreis 12",15,"Familien-Verbund",1,4
2020,123,"Hirzenbach",12,"Kreis 12",1,"Einpersonenhaushalt",2314,2314
2020,123,"Hirzenbach",12,"Kreis 12",4,"Zweipersonenhaushalt",690,1380
2020,123,"Hirzenbach",12,"Kreis 12",5,"Ehepaar ohne Kinder",748,1496
2020,123,"Hirzenbach",12,"Kreis 12",6,"Eingetragenes Paar ohne Kinder",8,16
2020,123,"Hirzenbach",12,"Kreis 12",7,"Ein-Elternhaushalt",393,987
2020,123,"Hirzenbach",12,"Kreis 12",8,"Ehepaar mit Kind(ern)",1182,4498
2020,123,"Hirzenbach",12,"Kreis 12",9,"Eingetragenes Paar mit Kind(ern)",1,4
2020,123,"Hirzenbach",12,"Kreis 12",10,"Paar mit Kind(ern)",120,442
2020,123,"Hirzenbach",12,"Kreis 12",11,"Patchwork-Haushalt",31,108
2020,123,"Hirzenbach",12,"Kreis 12",12,"Wohngemeinschaft ohne Kinder",237,767
2020,123,"Hirzenbach",12,"Kreis 12",13,"Wohngemeinschaft mit Kind(ern)",93,451
2020,123,"Hirzenbach",12,"Kreis 12",14,"Generationenhaushalt",33,148
2021,11,"Rathaus",1,"Kreis 1",1,"Einpersonenhaushalt",1180,1180
2021,11,"Rathaus",1,"Kreis 1",4,"Zweipersonenhaushalt",272,544
2021,11,"Rathaus",1,"Kreis 1",5,"Ehepaar ohne Kinder",183,366
2021,11,"Rathaus",1,"Kreis 1",6,"Eingetragenes Paar ohne Kinder",13,26
2021,11,"Rathaus",1,"Kreis 1",7,"Ein-Elternhaushalt",58,128
2021,11,"Rathaus",1,"Kreis 1",8,"Ehepaar mit Kind(ern)",112,422
2021,11,"Rathaus",1,"Kreis 1",9,"Eingetragenes Paar mit Kind(ern)",1,3
2021,11,"Rathaus",1,"Kreis 1",10,"Paar mit Kind(ern)",17,64
2021,11,"Rathaus",1,"Kreis 1",11,"Patchwork-Haushalt",10,33
2021,11,"Rathaus",1,"Kreis 1",12,"Wohngemeinschaft ohne Kinder",72,261
2021,11,"Rathaus",1,"Kreis 1",13,"Wohngemeinschaft mit Kind(ern)",11,44
2021,11,"Rathaus",1,"Kreis 1",14,"Generationenhaushalt",3,12
2021,12,"Hochschulen",1,"Kreis 1",1,"Einpersonenhaushalt",144,144
2021,12,"Hochschulen",1,"Kreis 1",4,"Zweipersonenhaushalt",44,88
2021,12,"Hochschulen",1,"Kreis 1",5,"Ehepaar ohne Kinder",28,56
2021,12,"Hochschulen",1,"Kreis 1",6,"Eingetragenes Paar ohne Kinder",2,4
2021,12,"Hochschulen",1,"Kreis 1",7,"Ein-Elternhaushalt",8,19
2021,12,"Hochschulen",1,"Kreis 1",8,"Ehepaar mit Kind(ern)",17,62
2021,12,"Hochschulen",1,"Kreis 1",10,"Paar mit Kind(ern)",5,17
2021,12,"Hochschulen",1,"Kreis 1",11,"Patchwork-Haushalt",1,4
2021,12,"Hochschulen",1,"Kreis 1",12,"Wohngemeinschaft ohne Kinder",10,41
2021,12,"Hochschulen",1,"Kreis 1",13,"Wohngemeinschaft mit Kind(ern)",4,18
2021,13,"Lindenhof",1,"Kreis 1",1,"Einpersonenhaushalt",370,370
2021,13,"Lindenhof",1,"Kreis 1",4,"Zweipersonenhaushalt",104,208
2021,13,"Lindenhof",1,"Kreis 1",5,"Ehepaar ohne Kinder",52,104
2021,13,"Lindenhof",1,"Kreis 1",6,"Eingetragenes Paar ohne Kinder",5,10
2021,13,"Lindenhof",1,"Kreis 1",7,"Ein-Elternhaushalt",29,71
2021,13,"Lindenhof",1,"Kreis 1",8,"Ehepaar mit Kind(ern)",38,143
2021,13,"Lindenhof",1,"Kreis 1",10,"Paar mit Kind(ern)",3,9
2021,13,"Lindenhof",1,"Kreis 1",11,"Patchwork-Haushalt",2,9
2021,13,"Lindenhof",1,"Kreis 1",12,"Wohngemeinschaft ohne Kinder",16,60
2021,13,"Lindenhof",1,"Kreis 1",13,"Wohngemeinschaft mit Kind(ern)",6,26
2021,14,"City",1,"Kreis 1",1,"Einpersonenhaushalt",114,114
2021,14,"City",1,"Kreis 1",4,"Zweipersonenhaushalt",51,102
2021,14,"City",1,"Kreis 1",5,"Ehepaar ohne Kinder",34,68
2021,14,"City",1,"Kreis 1",6,"Eingetragenes Paar ohne Kinder",3,6
2021,14,"City",1,"Kreis 1",7,"Ein-Elternhaushalt",11,28
2021,14,"City",1,"Kreis 1",8,"Ehepaar mit Kind(ern)",46,167
2021,14,"City",1,"Kreis 1",10,"Paar mit Kind(ern)",11,37
2021,14,"City",1,"Kreis 1",11,"Patchwork-Haushalt",3,11
2021,14,"City",1,"Kreis 1",12,"Wohngemeinschaft ohne Kinder",25,97
2021,14,"City",1,"Kreis 1",13,"Wohngemeinschaft mit Kind(ern)",8,50
2021,14,"City",1,"Kreis 1",14,"Generationenhaushalt",3,19
2021,21,"Wollishofen",2,"Kreis 2",1,"Einpersonenhaushalt",4077,4077
2021,21,"Wollishofen",2,"Kreis 2",4,"Zweipersonenhaushalt",1317,2634
2021,21,"Wollishofen",2,"Kreis 2",5,"Ehepaar ohne Kinder",1112,2224
2021,21,"Wollishofen",2,"Kreis 2",6,"Eingetragenes Paar ohne Kinder",34,68
2021,21,"Wollishofen",2,"Kreis 2",7,"Ein-Elternhaushalt",486,1186
2021,21,"Wollishofen",2,"Kreis 2",8,"Ehepaar mit Kind(ern)",1577,5973
2021,21,"Wollishofen",2,"Kreis 2",9,"Eingetragenes Paar mit Kind(ern)",3,10
2021,21,"Wollishofen",2,"Kreis 2",10,"Paar mit Kind(ern)",365,1304
2021,21,"Wollishofen",2,"Kreis 2",11,"Patchwork-Haushalt",41,138
2021,21,"Wollishofen",2,"Kreis 2",12,"Wohngemeinschaft ohne Kinder",256,859
2021,21,"Wollishofen",2,"Kreis 2",13,"Wohngemeinschaft mit Kind(ern)",139,666
2021,21,"Wollishofen",2,"Kreis 2",14,"Generationenhaushalt",37,180
2021,23,"Leimbach",2,"Kreis 2",1,"Einpersonenhaushalt",904,904
2021,23,"Leimbach",2,"Kreis 2",4,"Zweipersonenhaushalt",247,494
2021,23,"Leimbach",2,"Kreis 2",5,"Ehepaar ohne Kinder",362,724
2021,23,"Leimbach",2,"Kreis 2",6,"Eingetragenes Paar ohne Kinder",5,10
2021,23,"Leimbach",2,"Kreis 2",7,"Ein-Elternhaushalt",176,521
2021,23,"Leimbach",2,"Kreis 2",8,"Ehepaar mit Kind(ern)",588,2336
2021,23,"Leimbach",2,"Kreis 2",10,"Paar mit Kind(ern)",76,285
2021,23,"Leimbach",2,"Kreis 2",11,"Patchwork-Haushalt",23,83
2021,23,"Leimbach",2,"Kreis 2",12,"Wohngemeinschaft ohne Kinder",102,358
2021,23,"Leimbach",2,"Kreis 2",13,"Wohngemeinschaft mit Kind(ern)",81,415
2021,23,"Leimbach",2,"Kreis 2",14,"Generationenhaushalt",16,91
2021,24,"Enge",2,"Kreis 2",1,"Einpersonenhaushalt",2007,2007
2021,24,"Enge",2,"Kreis 2",4,"Zweipersonenhaushalt",761,1522
2021,24,"Enge",2,"Kreis 2",5,"Ehepaar ohne Kinder",509,1018
2021,24,"Enge",2,"Kreis 2",6,"Eingetragenes Paar ohne Kinder",24,48
2021,24,"Enge",2,"Kreis 2",7,"Ein-Elternhaushalt",149,357
2021,24,"Enge",2,"Kreis 2",8,"Ehepaar mit Kind(ern)",680,2656
2021,24,"Enge",2,"Kreis 2",9,"Eingetragenes Paar mit Kind(ern)",1,3
2021,24,"Enge",2,"Kreis 2",10,"Paar mit Kind(ern)",150,520
2021,24,"Enge",2,"Kreis 2",11,"Patchwork-Haushalt",25,82
2021,24,"Enge",2,"Kreis 2",12,"Wohngemeinschaft ohne Kinder",202,688
2021,24,"Enge",2,"Kreis 2",13,"Wohngemeinschaft mit Kind(ern)",71,343
2021,24,"Enge",2,"Kreis 2",14,"Generationenhaushalt",16,100
2021,31,"Alt-Wiedikon",3,"Kreis 3",1,"Einpersonenhaushalt",4384,4384
2021,31,"Alt-Wiedikon",3,"Kreis 3",4,"Zweipersonenhaushalt",1657,3314
2021,31,"Alt-Wiedikon",3,"Kreis 3",5,"Ehepaar ohne Kinder",743,1486
2021,31,"Alt-Wiedikon",3,"Kreis 3",6,"Eingetragenes Paar ohne Kinder",48,96
2021,31,"Alt-Wiedikon",3,"Kreis 3",7,"Ein-Elternhaushalt",241,581
2021,31,"Alt-Wiedikon",3,"Kreis 3",8,"Ehepaar mit Kind(ern)",1024,4065
2021,31,"Alt-Wiedikon",3,"Kreis 3",9,"Eingetragenes Paar mit Kind(ern)",2,7
2021,31,"Alt-Wiedikon",3,"Kreis 3",10,"Paar mit Kind(ern)",248,857
2021,31,"Alt-Wiedikon",3,"Kreis 3",11,"Patchwork-Haushalt",40,133
2021,31,"Alt-Wiedikon",3,"Kreis 3",12,"Wohngemeinschaft ohne Kinder",357,1194
2021,31,"Alt-Wiedikon",3,"Kreis 3",13,"Wohngemeinschaft mit Kind(ern)",111,577
2021,31,"Alt-Wiedikon",3,"Kreis 3",14,"Generationenhaushalt",30,212
2021,33,"Friesenberg",3,"Kreis 3",1,"Einpersonenhaushalt",1406,1406
2021,33,"Friesenberg",3,"Kreis 3",4,"Zweipersonenhaushalt",321,642
2021,33,"Friesenberg",3,"Kreis 3",5,"Ehepaar ohne Kinder",665,1330
2021,33,"Friesenberg",3,"Kreis 3",6,"Eingetragenes Paar ohne Kinder",4,8
2021,33,"Friesenberg",3,"Kreis 3",7,"Ein-Elternhaushalt",370,972
2021,33,"Friesenberg",3,"Kreis 3",8,"Ehepaar mit Kind(ern)",1181,4807
2021,33,"Friesenberg",3,"Kreis 3",9,"Eingetragenes Paar mit Kind(ern)",2,8
2021,33,"Friesenberg",3,"Kreis 3",10,"Paar mit Kind(ern)",192,750
2021,33,"Friesenberg",3,"Kreis 3",11,"Patchwork-Haushalt",17,59
2021,33,"Friesenberg",3,"Kreis 3",12,"Wohngemeinschaft ohne Kinder",60,197
2021,33,"Friesenberg",3,"Kreis 3",13,"Wohngemeinschaft mit Kind(ern)",65,300
2021,33,"Friesenberg",3,"Kreis 3",14,"Generationenhaushalt",28,139
2021,33,"Friesenberg",3,"Kreis 3",15,"Familien-Verbund",1,5
2021,34,"Sihlfeld",3,"Kreis 3",1,"Einpersonenhaushalt",5765,5765
2021,34,"Sihlfeld",3,"Kreis 3",4,"Zweipersonenhaushalt",2230,4460
2021,34,"Sihlfeld",3,"Kreis 3",5,"Ehepaar ohne Kinder",859,1718
2021,34,"Sihlfeld",3,"Kreis 3",6,"Eingetragenes Paar ohne Kinder",48,96
2021,34,"Sihlfeld",3,"Kreis 3",7,"Ein-Elternhaushalt",474,1118
2021,34,"Sihlfeld",3,"Kreis 3",8,"Ehepaar mit Kind(ern)",1079,4205
2021,34,"Sihlfeld",3,"Kreis 3",9,"Eingetragenes Paar mit Kind(ern)",4,13
2021,34,"Sihlfeld",3,"Kreis 3",10,"Paar mit Kind(ern)",327,1130
2021,34,"Sihlfeld",3,"Kreis 3",11,"Patchwork-Haushalt",42,135
2021,34,"Sihlfeld",3,"Kreis 3",12,"Wohngemeinschaft ohne Kinder",444,1446
2021,34,"Sihlfeld",3,"Kreis 3",13,"Wohngemeinschaft mit Kind(ern)",127,668
2021,34,"Sihlfeld",3,"Kreis 3",14,"Generationenhaushalt",52,331
2021,41,"Werd",4,"Kreis 4",1,"Einpersonenhaushalt",1073,1073
2021,41,"Werd",4,"Kreis 4",4,"Zweipersonenhaushalt",532,1064
2021,41,"Werd",4,"Kreis 4",5,"Ehepaar ohne Kinder",147,294
2021,41,"Werd",4,"Kreis 4",6,"Eingetragenes Paar ohne Kinder",14,28
2021,41,"Werd",4,"Kreis 4",7,"Ein-Elternhaushalt",43,101
2021,41,"Werd",4,"Kreis 4",8,"Ehepaar mit Kind(ern)",187,803
2021,41,"Werd",4,"Kreis 4",10,"Paar mit Kind(ern)",66,215
2021,41,"Werd",4,"Kreis 4",11,"Patchwork-Haushalt",10,30
2021,41,"Werd",4,"Kreis 4",12,"Wohngemeinschaft ohne Kinder",126,432
2021,41,"Werd",4,"Kreis 4",13,"Wohngemeinschaft mit Kind(ern)",30,188
2021,41,"Werd",4,"Kreis 4",14,"Generationenhaushalt",13,118
2021,41,"Werd",4,"Kreis 4",15,"Familien-Verbund",1,4
2021,42,"Langstrasse",4,"Kreis 4",1,"Einpersonenhaushalt",3586,3586
2021,42,"Langstrasse",4,"Kreis 4",4,"Zweipersonenhaushalt",1517,3034
